Dénomination,Regroupement,Type,Libellé,Adresse,Code Postal,Ville,Pays,Longitude,Latitude,Rayon(m)
A3MP,,Client / Chantier,Client,3 RUE DES COTTINS,27170,BARC,FRA,0.0,0.0,220
AAE,,Client / Chantier,Client,25 RUE JEAN REMY BECKER,27940,AUBEVOYE,FRA,1.3575,49.1729,220
AAE,,Client / Chantier,Client,29 RUE JEAN-RÉMY BECKER,27940,AUBEVOYEFRANCE,FRA,1.3591,49.1724,220
AAF,,Client / Chantier,Client,RUE WILLIAM DIAN,27620,GASNY,FRA,1.6087,49.0901,220
ABAIR INDUSTRIES,,Client / Chantier,Client,10 RUE DES LANDES,14500,VIRE,FRA,-0.8978,48.8465,220
ABB FRANCE,,Client / Chantier,Client,RUE DE VIRE,14260,AUNAY SUR ODON,FRA,-0.6379,49.0164,220
ABCD,,Client / Chantier,Client,D6D,14310,VILLERS-BOCAGE,FRA,-0.6492,49.0769,220
ABCR,,Client / Chantier,Client,240 RUE DU VIEUX SAINTE MARIE,76190,SAINTE MARIE DES CHAMPS,FRA,0.769,49.6239,220
ABD DEBAISIEUX,,Client / Chantier,Client,,27130,BALINES,FRA,0.9836,48.7425,220
ABE,,Client / Chantier,Client,ZA LES FAYAUX  ROUTE DE MELLEVILLE,27930,ANGERVILLE LA CAMPAGNE,FRA,0.0,0.0,220
ABN,,Client / Chantier,Client,51 RUE JOSEHP ROY,76570,SAINTE-AUSTREBERTHE,FRA,0.9731,49.5974,220
ABRAHAM Jean-Marc,,Domicile,Domicile,285  Route d'Argueil,76750,BOIS GUILBERT,FRA,1.4148,49.5467,220
ABRAHAM Jean-Marc,,Domicile,Domicile,,76750,BOIS-GUILBERT,FRA,1.41281,49.54644,-1
ABSIRE SEVREY ET FILS,,Client / Chantier,Client,,76150,MAROMME,FRA,1.0319,49.4769,220
ACAIS  CENTRE JEAN ITARD,,Client / Chantier,Client,,50100,CHERBOURG,FRA,-1.6346,49.6349,220
ACAIS - CENTRE JEAN ITARD,,Client / Chantier,Client,RUE HENRI CORMAT,50470,LA GLACERIE,FRA,-1.5991,49.6189,220
ACH,,Client / Chantier,Client,30 RUE JEAN JACQUES ROUSSEAU,76600,LE HAVRE,FRA,0.1315,49.4963,220
ACIM JOUANIN,,Client / Chantier,Client,Z I  N° 1,27017,EVREUX,FRA,0.0,0.0,220
ACOME,,Client / Chantier,Client,D601,50140,ROMAGNY-FONTENAY,FRA,-0.9557,48.6263,220
ACONEX CONSULT,,Client / Chantier,Client,ZAC LES VERGERS DE QUICANGROGNE,27310,BOURG ACHARD,FRA,0.0,0.0,220
ACPP,,Client / Chantier,Client,ZI DE DIGULLEVILLE,50442,BEAUMONT-HAGUE,FRA,0.0,0.0,220
ACROBA,,Client / Chantier,Client,D675,14130,REUXFRANCE(À 0.05 KM),FRA,0.1462,49.264,220
ACSEA,,Client / Chantier,Client,RUE DU DEBARQUEMENT,14960,ASNELLES,FRA,-0.5826,49.3378,220
ACTIFRET,,Client / Chantier,Client,RUE ALBERTO SANTOS-DUMONT,27930,GUICHAINVILLE,FRA,1.1753,49.0034,220
ACTP,,Client / Chantier,Client,126 RUE DES METIERS,50110,TOURLAVILLE,FRA,-1.589,49.6356,220
ACTR,,Client / Chantier,Client,RUE DES FLANDRES,27460,LE MANOIR,FRA,1.2012,49.3145,220
ADAPTE VAUBAN,,Client / Chantier,Client,36 RUE MARCEL PAUL,76600,LE HAVRE,FRA,0.1405,49.4926,220
ADCL,,Client / Chantier,Client,24 Chemin des Sables,14100,Saint-Martin-de-la-Lieue,FRA,0.2225,49.1134,220
ADEQUAT,,Client / Chantier,Client,RUE JULES COIGNARD,27120,PACY SUR EURE,FRA,1.3839,49.018,220
ADEQUATION SECURITE,,Client / Chantier,Client,76 RUE DU PRESIDENT KENNEDY,76140,LE PETIT QUEVILLY,FRA,1.0563,49.4322,220
ADF,,Client / Chantier,Client,D6382,76700,Harfleur,FRA,0.1924,49.5196,220
AD FINITION,,Client / Chantier,Client,ZA LA GRANDE MALOUVE  129 RUE DU GENERAL MAURICE BOURGEOIS,27300,BERNAY,FRA,0.0,0.0,220
ADIAMIX,,Client / Chantier,Client,25 AVENUE JEAN MANTELET,61000,ALENCON,FRA,0.1008,48.4177,220
ADINOX,,Client / Chantier,Client,38 RUE DES CHANTIERS,76600,LE HAVRE,FRA,0.1575,49.4789,220
ADS,,Client / Chantier,Client,RUE ROLLAND GARROS,27930,Guichainville,FRA,1.1794,49.0053,220
ADSEAM,,Client / Chantier,Client,RUE DE LA PETITE CHAPELLE,50140,MORTAIN,FRA,-0.9382,48.643,220
AEI,,Client / Chantier,Client,24 RUE DE LA RESISTANCE,14400,BAYEUX,FRA,-0.6917,49.2672,220
AEN,,Client / Chantier,Client,CHEMIN RURAL CINQ DU HAMEAU DU BOIS RICARD,76770,MALAUNAY,FRA,1.0089,49.5156,220
Aéroport,,Bureau / Dépôt,Bureau,Route de Caumont,14650,Carpiquet,FRA,-0.4588,49.1833,220
AEROPORT DU HAVRE,,Client / Chantier,Client,RUE LOUIS BLERIOT,76600,LE HAVRE,FRA,0.0937,49.5287,220
AFD MANOSAC EMBALLAGES,,Client / Chantier,Client,RUE AMPERE,76150,MAROMME,FRA,1.0214,49.4816,220
AFI,,Client / Chantier,Client,1 RUE DES QUATRE CHEMINS,76170,LA FRENAYE,FRA,0.582,49.5248,220
AFI,,Client / Chantier,Client,18 RUE ALFRED KASTLER,76130,MONT SAINT AIGNAN,FRA,1.0963,49.4736,220
AF INTERLOG,,Client / Chantier,Client,40 RUE DES LONGS CHAMPS,27520,BOISSEY LE CHATEL,FRA,0.0,0.0,220
AF INTERLOG,,Client / Chantier,Client,,27310,Honguemare-Guenouville,FRA,0.81207,49.36091,-1
AF Interlog bourg achard,,Client / Chantier,Client,Rue des Mitriaux,27310,Honguemare-Guenouville,FRA,0.80827,49.36389,-1
AFPA,,Client / Chantier,Client,4 RUE LAKANAL,27000,EVREUX,FRA,1.1478,49.0026,220
AFPA,,Client / Chantier,Client,RUE DU MADRILLET,76800,SAINT ETIENNE DU ROUVRAY,FRA,1.0738,49.3961,220
AFPA,,Client / Chantier,Client,"16, IMPASSE DES NOISETIERS",76800,SAINT-ÉTIENNE-DU-ROUVRAY,FRA,1.07569,49.39119,-1
aft iftim st etienne,,Client / Chantier,Client,,76800,Saint-Étienne-du-Rouvray,FRA,1.09164,49.37279,-1
AGA,,Client / Chantier,Client,RUE FRANCOIS ARAGO,76580,LE TRAIT,FRA,0.8033,49.4861,220
Agence NM Alençon,,Bureau / Dépôt,Bureau,6 RUE DE VERDUN,61250,DAMIGNY,FRA,0.0823,48.4509,220
Agence NM Alençon,,Bureau / Dépôt,Dépôt,4 impasse François Arago,61250,Valframbert,FRA,0.0952,48.4538,220
Agence NM Evreux,,Bureau / Dépôt,Bureau,129 rue Concorde,27000,Evreux,FRA,1.17657,49.00929,-1
Agence NM LE HAVRE,,Bureau / Dépôt,Bureau,RUE DU RÉSERVOIR,76700,GAINNEVILLE,FRA,0.25977,49.52034,-1
agence Normandie manutention,,Bureau / Dépôt,Bureau,Rue de la Vente Olivier,76800,Saint-Étienne-du-Rouvray,FRA,1.09201,49.36834,50
AGENCES ET DE DIFFUSION,,Client / Chantier,Client,65 RUE DENIS CORDONNIER,76600,LE HAVRE,FRA,0.1046,49.5223,220
AGENT VW,,Client / Chantier,Client,COURS DE DAKAR,76200,DIEPPE,FRA,1.0881,49.9198,20
AGIS ET CIE,,Client / Chantier,Client,RUE SAINT LEONARD,14600,HONFLEUR,FRA,0.2407,49.4165,220
Aglomération commune la haye malherbe,,Client / Chantier,Client, ,27400,La Haye-Malherbe,FRA,1.08044,49.23041,0
AGNEAUX,,Client / Chantier,Client,RUE ANTOINE LAVOISIER,50180,SAINT LO,FRA,0.0,0.0,220
AGORA,,Client / Chantier,Client,50 AVENUE PIERRE MENDÈS FRANCE,14120,MONDEVILLE,FRA,-0.3243,49.1702,220
AGP'O,,Client / Chantier,Client,RUE PASCAL,14700,FALAISE,FRA,-0.1854,48.8866,220
Agrial,,Client / Chantier,Client,D23,14690,PONT-D'OUILLY,FRA,-0.4102,48.8807,220
Agrial,,Client / Chantier,Client,AVENUE DE STUHLINGEN,61130,BELLEME,FRA,0.5645,48.3687,220
Agrial,,Client / Chantier,Client,Rue de l'Industrie ZA du Londeau-Cerisé,61000,,FRA,0.1133,48.4434,220
Agrial,,Client / Chantier,Client,D285 L'Eglise,14130,DRUBECFRANCE,FRA,0.1049,49.2498,220
Agrial,,Client / Chantier,Client,RUE EIFFEL,61000,ALENCON,FRA,0.0929,48.4439,220
Agrial,,Client / Chantier,Client,RUE DE LA MARÉCHAUSSÉE,27230,THIBERVILLE(À 0.05 KM),FRA,0.449,49.1436,220
AGRIAL,,Client / Chantier,Client,RUE DE L ECLUSE CHETTE,50200,COUTANCES,FRA,-1.4456,49.054,220
AGRIAL,,Client / Chantier,Client,Rue Bout Varin Le Clos Harel,14440,,FRA,-0.3666,49.294,220
AGRIAL,,Client / Chantier,Client,4 RUE DES ROQUEMONTS,14000,CAEN,FRA,-0.3755,49.1988,220
AGRIAL,,Client / Chantier,Client,Clos d'Aine,61130,Saint-Martin-du-Vieux-Bellême,FRA,0.5419,48.3742,220
Agrial - Argentan,,Client / Chantier,Client,BOULEVARD DE L EXPANSION,61200,ARGENTAN,FRA,-0.0366,48.752,220
Agrial - Athis de l'Orne,,Client / Chantier,Client,RUE GUY VELAY,61430,ATHIS-DE-L'ORNEFRANCE(À 0.1 KM),FRA,-0.4888,48.8054,220
Agrial - Aunay sur Odon,,Client / Chantier,Client,RUE DE VILLERS,14260,AUNAY-SUR-ODON,FRA,-0.6317,49.0268,220
Agrial - Bayeux,,Client / Chantier,Client,71 RUE SAINT PATRICE,14400,BAYEUX,FRA,-0.7125,49.2801,220
Agrial - Bazoche au Houlme,,Client / Chantier,Client,D909,61210,BAZOCHES-AU-HOULMEFRANCE(À 0.1 KM),FRA,-0.2427,48.8128,220
Agrial - Beaumais,,Client / Chantier,Client,D148 La Croix,14620,BEAUMAIS,FRA,-0.0715,48.8986,220
Agrial - Bourguébus,,Client / Chantier,Client,La Hogue,14540,BOURGUÉBUS,FRA,-0.2689,49.1168,220
Agrial - Brécey,,Client / Chantier,Client,CENTRE VILLE,50370,BRECEY,FRA,-1.1648,48.7223,220
Agrial - Briouze,,Client / Chantier,Client,ROUTE DE FLERS,61220,BRIOUZE,FRA,-0.3711,48.7025,220
Agrial - Cahagnolles,,Client / Chantier,Client,D99,14490,CAHAGNOLLES,FRA,-0.7609,49.1639,220
Agrial - Carpiquet,,Client / Chantier,Client,RUE DE L AVENIR,14650,CARPIQUET,FRA,-0.4397,49.1903,220
Agrial - Carrouges,,Client / Chantier,Client,D908,61320,CHAHAINSFRANCE(À 0.05 KM),FRA,-0.1372,48.5664,220
Agrial - Caumont l'Eventé,,Client / Chantier,Client,37 ROUTE DE TORIGNI,14240,CAUMONT-L'EVENTÉ,FRA,-0.8132,49.089,220
Agrial - Céauce,,Client / Chantier,Client,RUE DE DOMFRONT,61330,CEAUCE,FRA,-0.6292,48.5002,220
Agrial - Cesny Bois Halbout,,Client / Chantier,Client,CENTRE VILLE,14220,CESNY BOIS HALBOUT,FRA,-0.3775,48.9887,220
Agrial - Chenedollé,,Client / Chantier,Client,D294,14410,CHÊNEDOLLÉ,FRA,-0.7557,48.8418,220
Agrial - Condé sur Noireau,,Client / Chantier,Client,ROUTE DE VIRE,14110,CONDE SUR NOIREAU,FRA,-0.5677,48.8514,220
Agrial - Cormeilles,,Client / Chantier,Client,D139,27260,CORMEILLES,FRA,0.3802,49.2549,220
Agrial - Courtomer,,Client / Chantier,Client,342 RUE HENRI VAILLANT,61390,COURTOMERFRANCE(À 0.1 KM),FRA,0.3524,48.6275,220
Agrial - Couterne,,Client / Chantier,Client,RUE DE LA PETITE VITESSE,61410,COUTERNE,FRA,-0.4167,48.5101,220
Agrial - Crulai,,Client / Chantier,Client,Route de l'Aigle,61300,CRULAI,FRA,0.6659,48.7095,220
Agrial - Douvres la Délivrande,,Client / Chantier,Client,Rue Bout Varin le Clos Harel,14440,DOUVRES LA DELIVRANDE,FRA,0.0,0.0,220
Agrial - Dozulé,,Client / Chantier,Client,L'AUTOROUTE DE NORMANDIE (A13),14430,DOZULEFRANCE(À 0.056 KM),FRA,-0.0435,49.2371,220
Agrial - Drucourt,,Client / Chantier,Client,D22,27230,DRUCOURTFRANCE(À 0.1 KM),FRA,0.4652,49.1187,220
Agrial - Ecouché,,Client / Chantier,Client,AV. DU GÉNÉRAL LECLERC ROUTE D'ARGENTAN,61150,ECOUCHÉFRANCE(À 0.1 KM),FRA,-0.1124,48.716,220
Agrial - Esquay Notre Dame,,Client / Chantier,Client,D89,14210,ESQUAY-NOTRE-DAMEFRANCE(Ã 0.029 KM),FRA,-0.4693,49.1113,220
Agrial - Essay,,Client / Chantier,Client,Route de Sées,61500,ESSAY,FRA,0.2368,48.5473,220
Agrial - Esson,,Client / Chantier,Client,RUE DE L'ALUMINIUM,14220,THURY-HARCOURTFRANCE,FRA,-0.4712,48.9809,220
Agrial - Flers,,Client / Chantier,Client,124 RUE DE LA CHAUSSEE,61100,FLERS,FRA,-0.5614,48.7392,220
Agrial - Fontenay le Marmion,,Client / Chantier,Client,ROUTE DE ROCQUANCOURT,14320,FONTENAY-LE-MARMIONFRANCE(À 0.1 KM),FRA,-0.3376,49.0948,220
Agrial - Gacé,,Client / Chantier,Client,RUE DE LA PETITE VITESSE,61230,GACE,FRA,0.2919,48.79,220
Agrial - Hérouville,,Client / Chantier,Client,1003 RUE DES SOURCES,14200,HEROUVILLE SAINT CLAIR,FRA,-0.3218,49.1917,220
Agrial - Hotot en Auge,,Client / Chantier,Client,D78,14430,HOTOT-EN-AUGE,FRA,-0.0551,49.1703,220
Agrial - Isigny s/Mer,,Autre,Autre,RUE DE LITTRY,14230,ISIGNY SUR MER,FRA,-1.0933,49.309,220
Agrial - La Chapelle d'Andaine,,Client / Chantier,Client,D849 Route de Couterne,61140,LA CHAPELLE-D'ANDAINEFRANCE(À 0.05 KM),FRA,-0.4705,48.5305,220
Agrial - La Ferté Macé,,Client / Chantier,Client,ZI BEAUREGARD,61600,LA FERTE MACE,FRA,-0.3421,48.5994,220
Agrial - La Jalousie,,Client / Chantier,Client,ÉCHANGEUR DE LA JALOUSIE,14680,CINTHEAUX,FRA,-0.3042,49.0722,220
Agrial - Landelles et Coupigny,,Client / Chantier,Client,CENTRE VILLE La Grosserie,14380,LANDELLES ET COUPIGNY,FRA,-1.0074,48.887,220
Agrial - Le Merlerault,,Client / Chantier,Client,CENTRE VILLE,61240,LE MERLERAULT,FRA,0.2826,48.7036,220
Agrial - Le Mesle sur Sarthe,,Client / Chantier,Client,102 RUE DE LA SCIERIE,61170,LE MÊLE-SUR-SARTHEFRANCE,FRA,0.3545,48.5156,220
Agrial - Le Molay Littry,,Client / Chantier,Client,1612 ROUTE DE BALLEROY,14330,LE MOLAY-LITTRY,FRA,-0.8718,49.2274,220
Agrial - Le Sap,,Client / Chantier,Client,D12,61470,LE SAPFRANCE(À 0.1 KM),FRA,0.3287,48.8968,220
Agrial - Lisieux,,Client / Chantier,Client,"66, RUE JOSEPH GUILLONNEAU",14100,LISIEUX,FRA,0.2531,49.1513,220
Agrial - Livarot,,Client / Chantier,Client,BOULEVARD GUSTAVE TIMMERMAN,14140,LIVAROT,FRA,0.1574,49.0134,220
Agrial - Longny au Perche,,Client / Chantier,Client,D11 Route de Bizou,61290,LONGNY-AU-PERCHE,FRA,0.7522,48.5247,220
Agrial - Luc s/Mer,,Client / Chantier,Client,CHEMIN DU BOUT VARIN,14530,LUC SUR MER,FRA,-0.3664,49.2998,220
Agrial Magasin Vert,,Client / Chantier,Client,ZA Beaulieu,61200,ARGENTANFRANCE(À 0.8 KM),FRA,-0.0402,48.7434,220
Agrial - Magny en Bessin,,Client / Chantier,Client,CENTRE VILLE,14400,MAGNY EN BESSIN,FRA,-0.6771,49.3073,220
Agrial - Magny la Campagne,,Client / Chantier,Client,D88 Le Petit Magny,14270,MAGNY-LA-CAMPAGNEFRANCE(À 0.1 KM),FRA,-0.1176,49.0482,220
Agrial - Mantilly,,Client / Chantier,Client,D24,61350,MANTILLYFRANCE,FRA,-0.8,48.5203,220
Agrial - Mortrée,,Client / Chantier,Client,RUE DE LA HEUZE,61570,MORTRÉEFRANCE(À 0.1 KM),FRA,0.0743,48.639,220
Agrial - Moulins la Marche,,Client / Chantier,Client,28/70 RUE JEAN GABIN,61380,MOULINS-LA-MARCHEFRANCE(À 0.05 KM),FRA,0.4749,48.6554,220
AGRIAL - Moult,,Client / Chantier,Client,,14370,MOULT,FRA,-0.1738,49.1067,220
Agrial - Moyaux,,Client / Chantier,Client,RUE JEAN MONNET,14590,MOYAUXFRANCE(À 0.1 KM),FRA,0.3418,49.2067,220
Agrial - Orbec,,Client / Chantier,Client,PLACE DE LA GARE,14290,ORBEC,FRA,0.4014,49.0208,220
Agrial - Port de Caen,,Client / Chantier,Client,RUE DU CANAL Port de Caen,14550,BLAINVILLE-SUR-ORNEFRANCE(À 0.05 KM),FRA,-0.2955,49.2246,220
Agrial - Préaux Bocage,,Client / Chantier,Client,D36,14210,SAINTE-HONORINE-DU-FAYFRANCE(Ã 0.032 KM),FRA,-0.5135,49.0634,220
Agrial - Putanges,,Client / Chantier,Client,19/176 RUE PIERRE RAGUIDEAU,61210,PUTANGES-PONT-ECREPINFRANCE,FRA,-0.2478,48.7602,220
Agrial - Quetteville,,Client / Chantier,Client,D119,14130,QUETTEVILLEFRANCE(À 0.063 KM),FRA,0.2829,49.3311,220
Agrial - Ronai,,Client / Chantier,Client,CENTRE VILLE,61160,RONAI,FRA,-0.1296,48.8128,220
Agrial - Rouvres,,Client / Chantier,Client,D91A Le Bourg,14190,ROUVRESFRANCE(À 0.5 KM),FRA,-0.177,49.008,220
Agrial - Sarceaux,,Client / Chantier,Client,D2,61200,SARCEAUX,FRA,-0.0507,48.7199,220
Agrial - Sées,,Client / Chantier,Client,D438,61500,SÉESFRANCE(À 0.1 KM),FRA,0.1662,48.5971,220
Agrial - Semallé,,Client / Chantier,Client,D503,61250,SEMALLEFRANCE(À 0.073 KM),FRA,0.1554,48.482,220
Agrial - St Langis les Mortagne,,Client / Chantier,Client,SQUARE DU 8 MAI- La Gare,61400,SAINT-LANGIS-LÈS-MORTAGNEFRANCE(À 0.1 KM),FRA,0.5344,48.5261,220
Agrial - St Martin des Besaces,,Client / Chantier,Client,D675,14350,SAINT-MARTIN-DES-BESACES,FRA,-0.8598,49.0109,220
Agrial - St Pierre s/Dives,,Client / Chantier,Client,D102,14170,SAINT-PIERRE-SUR-DIVES,FRA,-0.0302,49.0123,220
Agrial - St Sever,,Client / Chantier,Client,D304A La Gare,14380,SAINT-SEVER-CALVADOS,FRA,-1.0515,48.844,220
Agrial - St Sylvain,,Client / Chantier,Client,,14190,SAINT SYLVAIN,FRA,-0.2204,49.0619,220
Agrial - Surrain,,Client / Chantier,Client,CENTRE VILLE,14710,SURRAIN,FRA,-0.8731,49.326,220
Agrial - Tilly sur Seulles,,Client / Chantier,Client,RUE DE CAEN,14250,TILLY-SUR-SEULLES,FRA,-0.6058,49.1783,220
Agrial + Tinchebray,,Client / Chantier,Client,Z.I. La Plurière,61800,TINCHEBRAY,FRA,-0.7255,48.7694,220
Agrial - Troarn,,Client / Chantier,Client,ROUTE D'EMIEVILLE,14670,TROARN,FRA,-0.1912,49.1783,220
Agrial - Trun,,Client / Chantier,Client,CENTRE VILLE Route d'Argentan,61160,COULONCES,FRA,0.0283,48.8351,220
Agrial - Vassy,,Client / Chantier,Client,D512,14410,VASSYFRANCE,FRA,-0.6944,48.8504,220
Agrial Vaston,,Client / Chantier,Client,CENTRE VILLE,14700,AUBIGNY,FRA,-0.1997,48.9124,220
Agrial - Vendeuvre,,Client / Chantier,Client,D511,14170,VENDEUVREFRANCE(À 0.2 KM),FRA,-0.0616,48.988,220
Agrial - Vezot,,Client / Chantier,Client,D202,72600,VEZOTFRANCE,FRA,0.2898,48.361,220
Agrial - Villers en Ouche,,Client / Chantier,Client,D12 Route de la Ferté Frenel,61550,VILLERS-EN-OUCHE,FRA,0.458,48.8579,220
Agrial - Vimoutiers,,Client / Chantier,Client,RUE DES ERABLES,61120,VIMOUTIERS,FRA,0.193,48.9382,220
AGRIAL - Vire,,Client / Chantier,Client,PLACE DU CHAMP DE FOIRE,14500,VIRE,FRA,-0.889,48.8402,220
AGRILEADER,,Client / Chantier,Client,D98,50450,GAVRAY,FRA,-1.3551,48.9094,220
AGRILEADER,,Client / Chantier,Client,"952, ROUTE DE COUTANCES",50180,AGNEAUX,FRA,-1.1419,49.109,220
AGRILEADER,,Bureau / Dépôt,Bureau,D976,61350,Saint-Mars-d'Égrenne,FRA,-0.7441,48.5597,220
agrisolution  charleval,,Client / Chantier,Client, C10,27380,Charleval,FRA,1.37316,49.37854,0
AGROVISOL,,Client / Chantier,Client,16 RUE GEORGES CLEMENCEAU,76330,NOTRE DAME DE GRAVENCHON,FRA,0.5673,49.4867,220
AGY LIN,,Client / Chantier,Client,,76190,BAONS LE COMTE,FRA,0.7609,49.6409,220
AGY LIN,,Client / Chantier,Client,45 RUE EMILE BENARD,76110,GODERVILLE,FRA,0.0,0.0,220
AGY LIN,,Client / Chantier,Client,C2,76190,BAONS-LE-COMTE,FRA,0.74674,49.63591,-1
AGYLIN,,Client / Chantier,Client,,76,GODERVILLE,FRA,0.37431,49.64309,-1
AIM GROUPE,,Client / Chantier,Client,30 AVENUE  LIGOT - SAINTE CECILE,50800,VILLEDIEU LES POELES,FRA,-1.202,48.8354,220
AIRFLUX HBN,,Client / Chantier,Client,CHEMIN DE LAMBALLARD,14760,BRETTEVILLE SUR ODON,FRA,-0.4042,49.1683,220
AIR LIQUIDE,,Client / Chantier,Client,175 BOULEVARD DE GRAVILLE,76600,LE HAVRE,FRA,0.1493,49.4907,220
AIRWELL FRANCE,,Client / Chantier,Client,ROUTE  DE VERNEUIL,27570,TILLIERES SUR AVRE,FRA,1.0433,48.7537,220
AIRWELL INDUSTRIE FRANCE,,Client / Chantier,Client,ROUTE DE VERNEUIL,27570,TILLIERES SUR AVRE,FRA,0.0,0.0,220
ALAN JULIEN,,Client / Chantier,Client,767 RUE DE LA VILLETTE,76320,SAINT PIERRE LES ELBEUF,FRA,1.0387,49.2835,220
ALBAUT VILETTE ST ETIENNE,,Client / Chantier,Client,,76800,Saint-Étienne-du-Rouvray,FRA,1.1141,49.39755,-1
ALBAUT VILETTE ST ETIENNE DU R,,Fournisseur,Fournisseur,,76800,Saint-Étienne-du-Rouvray,FRA,1.11416,49.39724,-1
ALBAUT VILLETTE,,Client / Chantier,Client,RUE DE LA GRANDE ÉPINE,76800,SAINT-ETIENNE-DU-ROUVRAY,FRA,1.11351,49.39209,-1
ALCATEL,,Client / Chantier,Client,RUE LAVOISIER,76260,EU,FRA,1.41803,50.05743,-1
ALCATEL,,Client / Chantier,Client,RUE LAVOISIER,,EU,FRA,1.41649,50.05345,-1
ALCOOL PETROLE CHIMIE,,Client / Chantier,Client,ZONE ARTISANALE DE LA GARE,61400,SAINT LANGIS LES MORTAGNE,FRA,0.0,0.0,220
ALENCON PLASTIC,,Client / Chantier,Client,56 RUE LAZARE CARNOT,61000,ALENCON,FRA,0.0873,48.448,220
ALFA CARDIN,,Client / Chantier,Client,RUE DES HAUTS CHAMPS,76170,LILLEBONNE,FRA,0.5402,49.5316,220
ALFRAN INTERMARCHE,,Client / Chantier,Client,16 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY,76170,LILLEBONNE,FRA,0.5332,49.5173,220
ALGECO,,Client / Chantier,Client,RUE FRANCOIS ARAGO,14120,MONDEVILLE,FRA,-0.3211,49.1628,220
ALGECO-DEVILLE LES ROUEN,,Client / Chantier,Client,"75, RUE GEORGES HÉBERT",76250,DEVILLE-LES-ROUEN,FRA,1.05159,49.46004,-1
ALGECO NORMANDIE,,Client / Chantier,Client,ALLEE DU CAILLY,76250,DEVILLE LES ROUEN,FRA,1.0516,49.4594,220
ALGRITEC,,Client / Chantier,Client,3 RUE DU BOIS ROBIN,27770,ILLIERS L EVEQUE,FRA,1.2425,48.8346,220
ALIZAY BOISSONS,,Client / Chantier,Client,ZONE INDUSTRIELLE,27460,ALIZAY,FRA,0.0,0.0,220
ALIZOL,,Client / Chantier,Client,ROUTE DU MANOIR,27460,ALIZAY,FRA,0.0,0.0,220
Alkern,,Client / Chantier,Client,292 Boulevard Gabriel Péri,76410,Tourville-la-Rivière,FRA,1.0715,49.3174,220
ALKERN,,Client / Chantier,Client,LA GARENNE,27700,TOSNYFRANCE(À 0.432 KM),FRA,0.0,0.0,220
ALLAIS DENIS,,Client / Chantier,Client,ALLEE DE LA COTONNIERE,76570,PAVILLY,FRA,0.9554,49.5622,220
Alland et Robert,,Client / Chantier,Client,Rue de Châteauneuf,27940,Port-Mort,FRA,1.3964,49.1725,220
ALLAND ET ROBERT,,Client / Chantier,Client,125  GRANDE RUE,27940,PORT MORT,FRA,0.0,0.0,220
alland et robert st aubin,,Client / Chantier,Client,18 Rue du Bois Saint-Paul,27600,Saint-Aubin-sur-Gaillon,FRA,1.30649,49.14388,-1
ALLIANCE AUTO LEBAUDY,,Client / Chantier,Client,CHEMIN DE BLACTOT,50500,CARENTAN,FRA,-1.2564,49.3127,220
ALLIANCE ELABORES,,Client / Chantier,Client,28 ROUTE NATIONALE,76340,FOUCARMONT,FRA,1.567,49.8538,220
ALLIANCE FUNERAIRE,,Client / Chantier,Client,10 RUE MALHERBE,76000,ROUEN,FRA,1.0844,49.4346,220
ALLIANCE HEALTHCARE,,Client / Chantier,Client,,76350,Oissel,FRA,1.09587,49.34102,0
ALLIANCE OCEANE,,Client / Chantier,Client,4 RUE DES ALIZES,14790,VERSON,FRA,-0.4577,49.1593,220
ALLIANCE OCEANE,,Client / Chantier,Client,CHEMIN DE BLACTOT,50500,CARENTAN,FRA,-1.2541,49.3113,220
ALLIBERT EQUIPEMENT,,Client / Chantier,Client,,27600,GAILLON,FRA,1.3401,49.1602,220
ALLIORA AM,,Client / Chantier,Client,RUE FEBURON,50600,SAINT HILAIRE DU HARCOUET,FRA,-1.0949,48.5755,220
allo pare brise,,Fournisseur,Fournisseur,RUE PAUL LAMBARD,76120,LE GRAND-QUEVILLY,FRA,1.0523,49.4185,220
ALLO PARE BRISE,,Fournisseur,Fournisseur,RUE AMÉDÉE DORMOY,76000,ROUEN,FRA,1.06629,49.44721,-1
ALMA MATER,,Client / Chantier,Client,"310, RUE DE LA SEMAILLE",27300,BERNAY,FRA,0.5755,49.067,220
Almence automobiles,,Fournisseur,Fournisseur,D10,76430,SAINT-ROMAIN-DE-COLBOSC,FRA,0.35616,49.53763,-1
ALMENCE RENAULT,,Fournisseur,Fournisseur,D10,76430,SAINT-ROMAIN-DE-COLBOSC,FRA,0.35583,49.5372,-1
AL SERVICES,,Client / Chantier,Client,ROUTE DE SAINT PIERRE S/DIVES,14370,MOULT,FRA,0.0,0.0,220
ALSTOM  ENTREPRISE PARIS,,Client / Chantier,Client,Z I  EST SANDOUVILLE,76430,SANDOUVILLE,FRA,0.0,0.0,220
ALSTOM PT QUEVILLY,,Client / Chantier,Client,Boulevard du Gord,76140,Le Petit-Quevilly,FRA,1.04712,49.42553,-1
ALTADIS DISTRIBUTION,,Client / Chantier,Client,10 RUE RICHARD WADDINGTON,76160,DARNETAL,FRA,1.145,49.4358,220
ALTEAM,,Client / Chantier,Client,43 RUE DE PARIS,14100,LISIEUX,FRA,0.2315,49.1468,220
